progress,"(['progressive', 'progressing', 'progresses', 'progressed', 'progression'], 103)"
inconsolable,"([], 1)"
infusion,"(['infusions'], 2)"
bargees,"([], 1)"
hartford,"([], 13)"
relent,"(['repellent', 'redolent'], 1)"
income,"(['incomes'], 47)"
thoughtfulness,"([], 1)"
divorce,"([], 8)"
reality,"([], 30)"
gold,"(['golden', 'growled'], 125)"
accelerated,"([], 2)"
crudele,"([], 2)"
shak,"([], 1)"
cult,"([], 1)"
uncompromising,"([], 6)"
apples,"([], 2)"
insensate,"([], 1)"
managed,"(['mismanaged'], 63)"
sixty,"([], 30)"
outhouses,"([], 1)"
vue,"(['venue', 'voulez'], 1)"
advertisement,"(['advertisements'], 25)"
winter,"(['winters', 'midwinter', 'wintering'], 52)"
blackmailed,"([], 1)"
nun,"(['noun'], 3)"
stupidest,"([], 3)"
julian,"([], 2)"
tilsit,"([], 16)"
parades,"([], 3)"
featureless,"([], 2)"
collide,"(['collides'], 1)"
palaces,"([], 3)"
empty,"(['emptying'], 61)"
overshadowed,"([], 3)"
recipient,"([], 1)"
obstacle,"(['obstacles'], 12)"
castrated,"([], 1)"
deficiency,"([], 5)"
hostility,"([], 23)"
falsely,"([], 2)"
cicatrices,"([], 6)"
jews,"(['jewish'], 9)"
panorama,"([], 4)"
babbage,"([], 1)"
roared,"([], 9)"
presentment,"(['presentiment'], 1)"
simplehearted,"([], 1)"
tease,"(['teamster', 'teased', 'treatise'], 3)"
naive,"(['naivete', 'naively', 'inactive'], 25)"
kin,"(['kinds', 'baking', 'peking', 'elkins', 'kidney', 'dakin', 'makins', 'waking', 'kitten', 'napkin', 'zikin', 'poking', 'kinder', 'unkind', 'kindle', 'skinny', 'akinfi', 'skins', 'demkin', 'skein', 'kidnap', 'kingly', 'jerkin', 'kikin'], 3)"
barrington,"([], 2)"
responds,"([], 1)"
egypt,"(['egyptian'], 6)"
pine,"(['printer', 'paine', 'supine', 'pioneer', 'spindle', 'pringle', 'spines', 'spinae', 'pinned', 'pointer', 'pwince', 'painter'], 9)"
gliding,"([], 7)"
indicative,"([], 2)"
supplementing,"([], 2)"
empia,"([], 1)"
exists,"([], 29)"
itchy,"(['witchery'], 1)"
perplexing,"([], 10)"
unpardoned,"([], 1)"
wresting,"([], 1)"
carta,"(['cartload'], 2)"
form,"(['former', 'foreman', 'inform', 'formed', 'forming', 'fordham', 'perform', 'uniform', 'forearm', 'formal', 'reform', 'reforms', 'forms', 'forum', 'conform', 'formats', 'format', 'formula', 'foramen', 'formio', 'foremen', 'informs', 'forme'], 507)"
undated,"(['undaunted'], 1)"
encamp,"(['encamped'], 1)"
soften,"(['softening', 'softens'], 14)"
voracious,"([], 1)"
undemocratic,"([], 2)"
boards,"(['cupboards'], 15)"
proceedings,"([], 18)"
valued,"([], 15)"
constantine,"(['constantinople'], 4)"
quest,"(['bequest', 'request', 'inquest', 'requests', 'conquest', 'quickest', 'quietest', 'quests'], 15)"
leucaemia,"([], 2)"
recompense,"([], 7)"
laboured,"([], 3)"
relax,"(['relaxes'], 3)"
ecchymosis,"([], 6)"
despise,"(['despised', 'despises'], 11)"
subordinate,"(['subordinates'], 10)"
growth,"(['ingrowth', 'growths', 'outgrowth'], 225)"
lewis,"([], 5)"
continuous,"(['discontinuous'], 47)"
thicker,"([], 5)"
skillful,"([], 16)"
surveyors,"([], 1)"
tame,"([], 1)"
mandate,"([], 1)"
hence,"(['whence', 'thence'], 32)"
portions,"(['proportions', 'portionless'], 56)"
forks,"([], 2)"
comparatively,"([], 60)"
miscalculated,"([], 1)"
tickling,"([], 3)"
revellers,"([], 1)"
avenge,"(['avenged'], 4)"
liveried,"([], 3)"
currency,"([], 50)"
blooded,"(['bloodshed'], 3)"
dearly,"([], 8)"
imaginations,"([], 1)"
provocative,"(['provocatively'], 2)"
vasilich,"(['vasilyevich'], 10)"
doran,"(['dormant'], 12)"
acquainted,"([], 22)"
will,"(['wilhelm', 'willing', 'william', 'wilful', 'willows', 'wills', 'willed', 'willful', 'willard', 'willis', 'wildly', 'willow', 'willie'], 1577)"
peristalsis,"([], 1)"
flanks,"([], 6)"
armchair,"(['armchairs'], 49)"
always,"(['railways'], 608)"
guild,"([], 1)"
knot,"(['knots', 'knotty', 'knotted', 'knouted'], 16)"
knelt,"([], 9)"
fearfully,"([], 1)"
goodness,"([], 38)"
exhort,"([], 2)"
kamensky,"([], 1)"
silencing,"([], 1)"
expiring,"([], 3)"
technological,"([], 1)"
lose,"(['closed', 'lobster', 'loose', 'loosed', 'loosely', 'losses', 'closes', 'closer', 'closure', 'loses', 'louise', 'heloise', 'closest', 'louse', 'enclose', 'closet'], 51)"
implement,"([], 1)"
cherished,"([], 14)"
k,"(['cock', 'ku', 'klux', 'klan', 'oak', 'cook', 'dock', 'kate', 'lack', 'kent', 'sink', 'wake', 'cake', 'lank', 'kill', 'woke', 'milk', 'sick', 'rank', 'york', 'disk', 'knit', 'bulk', 'karl', 'pork', 'yoke', 'pike', 'keg', 'meek', 'kalb', 'kin', 'knox', 'peck', 'polk', 'kit', 'rock', 'buck', 'ak', 'beck', 'lick', 'cork', 'soak', 'jerk', 'sock', 'kick', 'beak', 'kopf', 'kiss', 'monk', 'mack', 'rook', 'hack', 'melk', 'kiev', 'pock', 'hark', 'kari', 'duck', 'turk', 'kuz', 'suck', 'ken', 'foka', 'tuck', 'deck', 'krug', 'nook', 'oaks', 'knob', 'koko', 'balk', 'mock', 'kits', 'kvas', 'sack', 'karp', 'peak', 'kann', 'takh', 'fork', 'reek', 'wick', 'oka', 'bask', 'ke', 'dirk', 'ecka', 'okay', 'kid', 'tank', 'bike', 'ok', 'fuck', 'bake', 'kite', 'ski', 'leak', 'tick', 'dick', 'shak', 'km', 'luke', 'nick', 'ark', 'khan', 'mike', 'kirk', 'lark', 'jake', 'ka', 'wiki'], 33)"
kashmir,"([], 2)"
daddy,"([], 6)"
recurred,"([], 9)"
files,"(['failures', 'filters', 'foibles', 'defiles'], 8)"
fireside,"([], 3)"
imported,"([], 9)"
scrubbed,"([], 1)"
foulis,"([], 1)"
necessary,"(['unnecessary', 'necessarily'], 327)"
grover,"([], 6)"
specialise,"([], 1)"
trail,"(['trailer', 'trails', 'tranquil', 'trailing', 'travail', 'trailed'], 17)"
workman,"([], 8)"
justinian,"([], 1)"
celerity,"(['celebrity'], 2)"
impediment,"([], 1)"
congealed,"([], 2)"
spell,"(['spelled', 'spelling', 'spells'], 9)"
spyglass,"([], 1)"
witted,"([], 5)"
von,"(['violin', 'vision', 'vernon', 'verona', 'voting', 'lvovna', 'voyna', 'voyons'], 11)"
assembling,"([], 3)"
vieux,"([], 1)"
unleashed,"([], 1)"
royalist,"([], 3)"
manorial,"([], 3)"
grandly,"([], 1)"
frustrate,"(['frustrated'], 3)"
armpit,"(['armpits'], 1)"
materials,"([], 35)"
chased,"(['purchased', 'chastened'], 5)"
damned,"([], 7)"
holders,"([], 12)"
chances,"(['chancres'], 18)"
thompson,"([], 1)"
conversant,"([], 3)"
marx,"(['marxian', 'matrix', 'margaux'], 1)"
strangulated,"([], 4)"
taxpaying,"([], 2)"
advises,"([], 3)"
cambric,"([], 2)"
stroke,"(['strokes', 'stroked'], 31)"
humor,"(['humored', 'humorous', 'humorist'], 16)"
indentations,"([], 1)"
teeth,"([], 76)"
aimless,"([], 4)"
bulletin,"([], 3)"
galoshes,"([], 2)"
bartering,"([], 2)"
portfolio,"([], 11)"
thinness,"(['nothingness'], 2)"
fates,"(['fungates', 'flatters', 'fatigues', 'faites', 'faintest'], 1)"
polly,"([], 1)"
savishna,"([], 3)"
regimental,"([], 48)"
rotundum,"([], 1)"
voltaires,"([], 1)"
smash,"(['smallish', 'smashing'], 4)"
newspapers,"([], 31)"
proprieties,"([], 4)"
amounts,"([], 6)"
stuffy,"([], 3)"
plagued,"([], 2)"
sonorous,"([], 5)"
homme,"(['hommes'], 6)"
calumny,"([], 1)"
turf,"([], 3)"
sutherland,"([], 11)"
locking,"(['flocking'], 13)"
woe,"([], 1)"
brawler,"([], 1)"
pretentiously,"([], 1)"
bourbon,"(['bourbons'], 2)"
frost,"(['frosty', 'frosted', 'foremost', 'frosts'], 37)"
princes,"(['princesse', 'princesses', 'principes'], 11)"
hail,"(['happily', 'hailed', 'hastily'], 5)"
rebuilt,"([], 1)"
share,"(['sharper', 'sharpest', 'shares', 'sukharev', 'sharpen'], 69)"
localisation,"([], 5)"
poking,"([], 2)"
ship,"(['ships', 'shrimp', 'worship', 'shipped', 'kinship', 'warship', 'shipper'], 73)"
upwards,"([], 21)"
uncomprehended,"([], 2)"
turnover,"([], 1)"
abused,"([], 6)"
empirical,"([], 1)"
concentric,"([], 4)"
captive,"(['captivated', 'captives'], 7)"
rack,"(['cracks', 'tracks', 'wrack', 'cracked', 'crackle', 'ransack', 'racked', 'racking', 'bracket'], 6)"
dwive,"([], 1)"
compose,"(['composite', 'composure', 'decomposes'], 4)"
trance,"([], 2)"
searchingly,"([], 3)"
chap,"(['chapter', 'chaps', 'champs', 'cheaply', 'cheaper', 'champ', 'chapel', 'charpie'], 9)"
stagnant,"([], 4)"
acromial,"([], 2)"
came,"(['became', 'camera', 'clamped', 'claimed', 'camden', 'crammed', 'camel', 'camelia', 'calomel', 'charmed', 'calmer', 'camlet', 'calmed', 'charmee', 'cramped', 'clamber', 'charme', 'charmer', 'camped', 'chalme', 'cabmen', 'cameo', 'cameron'], 979)"
ushered,"([], 8)"
balsam,"([], 2)"
ensue,"(['censure', 'ensure', 'ensues', 'ensures', 'censured'], 22)"
yellow,"(['yellowish', 'yellowing'], 75)"
fetes,"([], 2)"
existed,"([], 41)"
flaps,"([], 8)"
demonstrable,"([], 1)"
humane,"(['inhumane'], 7)"
oldenburg,"([], 12)"
inducements,"([], 1)"
compress,"(['compressing', 'compression', 'compresses'], 5)"
shortened,"([], 6)"
surrenders,"([], 1)"
neverovski,"([], 1)"
coating,"(['decorating'], 1)"
passions,"([], 29)"
normandy,"([], 1)"
handed,"(['handled'], 80)"
peu,"(['pleurs', 'preur', 'peur', 'pseud'], 2)"
intercept,"(['intercepted', 'intercepting'], 3)"
apostles,"([], 3)"
vacancy,"([], 10)"
averted,"([], 7)"
true,"(['trusted', 'trouser', 'trouble', 'trumpet', 'tribute', 'truce', 'tribune', 'torture', 'trouvez', 'truer', 'untrue', 'intrude', 'trustee', 'troupe', 'obtrude'], 205)"
abode,"(['abodes'], 2)"
piled,"(['spoiled', 'piloted', 'spilled', 'pillaged', 'pickled'], 8)"
burke,"([], 23)"
bridegroom,"([], 8)"
sixth,"([], 51)"
first,"(['firstly', 'fairest'], 1178)"
dissected,"([], 5)"
eton,"(['newtown', 'section', 'trenton', 'egerton', 'benton', 'vetoing', 'fenton', 'setons', 'beatson', 'seton', 'ention', 'elation', 'phaeton', 'newton', 'preston'], 1)"
statesmanship,"([], 2)"
sulphur,"([], 8)"
decrease,"(['decreases', 'decreased'], 5)"
intercurrent,"([], 3)"
kovno,"([], 1)"
counters,"([], 1)"
indolently,"([], 3)"
candidacy,"([], 2)"
guy,"([], 2)"
nag,"([], 2)"
unheeded,"([], 2)"
sophy,"([], 1)"
despotism,"([], 7)"
alighted,"([], 2)"
harmonium,"([], 1)"
placental,"([], 1)"
encourage,"(['encouraged', 'encourages'], 20)"
granddad,"([], 6)"
expectantly,"([], 1)"
baths,"(['breathes'], 18)"
postcard,"([], 1)"
apportioned,"([], 11)"
attempts,"([], 46)"
coolness,"([], 3)"
jolies,"([], 1)"
substantially,"([], 2)"
linz,"([], 1)"
strife,"([], 9)"
panelled,"([], 1)"
pitcher,"([], 1)"
threescore,"([], 1)"
insert,"(['insertion', 'inserting'], 5)"
ounces,"(['announces'], 7)"
claiming,"(['proclaiming'], 6)"
antechambers,"([], 1)"
safeguarded,"([], 3)"
media,"(['medial', 'medially', 'comedian', 'medieval', 'meridian'], 7)"
exempt,"([], 9)"
sectarianism,"([], 1)"
westminster,"([], 2)"
etes,"(['peters', 'fetes', 'jesters', 'betises', 'detest', 'refutes', 'deities', 'denotes'], 2)"
interplay,"([], 2)"
telegraphs,"([], 1)"
volatile,"([], 4)"
contest,"(['contests', 'contested'], 54)"
plymouth,"([], 9)"
hush,"(['hushing', 'hushed'], 6)"
stroma,"(['kostroma'], 8)"
inoperative,"([], 1)"
gaze,"(['gazed', 'gazette', 'grazed', 'graze', 'gauze', 'glazed', 'ganze', 'gazers'], 28)"
peril,"([], 7)"
strangers,"([], 15)"
kearney,"([], 1)"
strangulation,"([], 1)"
adaptation,"([], 1)"
surmise,"(['surmises', 'surmised'], 5)"
weavers,"([], 2)"
putting,"(['amputating'], 73)"
barbarity,"([], 2)"
jauntily,"([], 6)"
slim,"(['sublime', 'slime'], 13)"
caressing,"([], 10)"
desired,"([], 51)"
cried,"(['crippled', 'crinkled', 'decried', 'ascribed', 'descried', 'curtsied'], 283)"
sorrow,"(['sorrowful', 'sorrows'], 60)"
injured,"(['uninjured'], 55)"
cloudy,"([], 3)"
spironema,"([], 2)"
submerged,"([], 3)"
ordre,"(['orderers'], 5)"
curtsy,"([], 1)"
predictable,"([], 1)"
creases,"(['increases', 'decreases'], 6)"
ulsters,"([], 1)"
trifle,"(['trifles', 'trifled'], 11)"
archie,"(['archive', 'archives', 'architect'], 2)"
shadowy,"([], 1)"
partner,"(['partners'], 34)"
graft,"([], 18)"
oxide,"(['dioxide'], 2)"
noticing,"([], 57)"
returns,"([], 33)"
filaria,"([], 3)"
www,"([], 20)"
thickens,"(['thickenings'], 2)"
whatnots,"([], 1)"
stael,"([], 6)"
bryn,"(['burying'], 1)"
hairless,"([], 1)"
confusion,"([], 58)"
manufactory,"([], 1)"
revels,"(['revelers'], 2)"
uppermost,"([], 4)"
variance,"([], 5)"
professors,"([], 2)"
tambov,"([], 1)"
continued,"(['discontinued'], 291)"
evade,"(['pervaded', 'pervade', 'pervades'], 2)"
ax,"(['taxed', 'apex', 'marx', 'varix', 'axis', 'waxy', 'lax', 'relax', 'axes', 'aix', 'beaux', 'axles', 'waxen', 'coax', 'aux', 'annex', 'taxi', 'fax', 'max', 'axe'], 11)"
superb,"(['superbe'], 8)"
digital,"(['digitalin'], 16)"
sowing,"(['slowing', 'scowling', 'showering'], 6)"
nutriment,"([], 2)"
sympathetically,"([], 4)"
peal,"(['piebald', 'petal', 'perusal'], 2)"
err,"(['guerre', 'herr', 'herder', 'erfurt', 'dearer', 'verser', 'gerard', 'hearer', 'server', 'merger'], 2)"
prosaic,"([], 1)"
mondays,"([], 1)"
inconveniencing,"([], 1)"
witherspoon,"([], 1)"
couches,"([], 1)"
wee,"(['weave', 'weed', 'sweet', 'wearer', 'weaken', 'sweep', 'weaver', 'weaker', 'sweden', 'wesel', 'swedes', 'weeden', 'welded', 'weep', 'weaned', 'weeds', 'weyler', 'webbed', 'sweeps', 'wedge', 'weren', 'sweets', 'wetted', 'thwee', 'bweed', 'werden', 'welled', 'swede', 'sewene', 'cweep', 'agwee', 'wedded'], 3)"
versed,"(['reversed', 'conversed'], 2)"
penthouses,"([], 1)"
tibia,"(['tibial', 'tibiae', 'tibialis'], 61)"
spectators,"([], 4)"
phagedaenic,"([], 4)"
swamped,"([], 1)"
savary,"([], 4)"
maitre,"(['maitresse', 'maistre'], 1)"
invented,"([], 13)"
sherman,"(['fisherman'], 21)"
granulation,"(['granulations'], 82)"
tutti,"([], 1)"
pigeons,"([], 1)"
millimetre,"(['millimetres'], 1)"
alternation,"([], 1)"
fluctuates,"([], 1)"
consolatory,"([], 1)"
wan,"(['twain', 'wand'], 1)"
reiteration,"([], 1)"
helped,"([], 56)"
coughing,"([], 8)"
whereof,"([], 4)"
lids,"(['fluids', 'eyelids', 'solids'], 8)"
va,"(['ovary', 'varix', 'oval', 'vulva', 'vagus', 'vas', 'uvula', 'vena', 'cava', 'vocal', 'vaso', 'vasa', 'valve', 'venae', 'cavae', 'varus', 'ovale', 'vara', 'varum', 'vases', 'vodka', 'vaska', 'vivat', 'vrbna', 'ivan', 'avare', 'veal', 'venal', 'mavra', 'valse', 'vanya', 'vilna', 'viva', 'dvina', 'kvas', 'versa', 'vanka', 'voyna', 'kvass', 'lavra', 'volga', 'vlas', 'vesna', 'vat', 'vicar', 'vale', 'evans', 'val', 'vase', 'lava', 'vapor'], 7)"
gait,"(['granite'], 8)"
gare,"(['gabriel', 'galere', 'gnarled', 'garage'], 1)"
profoundly,"([], 17)"
dilapidated,"([], 2)"
testified,"([], 1)"
splitter,"([], 2)"
polymorpho,"([], 5)"
texts,"(['textiles', 'pretexts'], 7)"
caseated,"([], 6)"
fogs,"(['forges', 'forgets'], 1)"
seaside,"([], 1)"
johnston,"([], 1)"
shred,"(['shrewd', 'shreds', 'shreddy', 'showered', 'shrouded'], 2)"
appraise,"(['appraised'], 2)"
crippled,"([], 9)"
determined,"(['undetermined', 'predetermined'], 64)"
refreshment,"(['refreshments'], 4)"
embodiment,"([], 1)"
suspected,"(['unsuspected'], 26)"
gruff,"(['gruffly'], 2)"
sudden,"([], 79)"
levy,"(['levying', 'levity'], 4)"
traveling,"([], 20)"
tocchi,"([], 1)"
concurrent,"(['concurrently'], 2)"
duchenne,"([], 5)"
contain,"(['constraint', 'contained', 'containing', 'constrains', 'contagion', 'container', 'constrain'], 26)"
uncomplainingly,"([], 1)"
obliquely,"([], 2)"
leader,"(['alexander', 'leaders'], 53)"
cumberland,"([], 12)"
wears,"(['weavers', 'swears'], 4)"
ilagins,"([], 1)"
dignitary,"([], 3)"
thirties,"([], 2)"
pelt,"([], 1)"
neo,"(['neuron', 'newton', 'angelo'], 5)"
asked,"(['masked'], 777)"
evacuated,"([], 5)"
immersing,"([], 1)"
interfering,"([], 19)"
almanacs,"([], 2)"
lyons,"([], 1)"
bearded,"([], 6)"
privately,"([], 5)"
forefather,"(['forefathers'], 2)"
proprietary,"(['nonproprietary'], 24)"
allows,"([], 9)"
processors,"([], 2)"
avowed,"([], 8)"
varicocele,"([], 1)"
stoop,"(['stooping'], 3)"
perpetually,"([], 1)"
proficient,"([], 1)"
scuffle,"([], 4)"
round,"(['ground', 'grounds', 'profound', 'rounded', 'propound', 'rounds', 'rebound', 'roundly', 'grounded', 'rounding', 'profunda', 'surround', 'rotundum', 'rotund', 'rounder'], 556)"
peking,"([], 3)"
intend,"(['intending', 'internode', 'intends', 'intendant'], 8)"
enrolled,"([], 12)"
restraint,"(['restraints'], 18)"
trademark,"([], 31)"
omaha,"([], 1)"
hoisted,"([], 1)"
divides,"([], 1)"
membrane,"(['membranes'], 154)"
thundered,"([], 4)"
both,"(['brother', 'bother', 'bwother', 'booth', 'bothnia', 'blotch', 'booths'], 529)"
casque,"(['caustique'], 1)"
consolidate,"(['consolidated'], 2)"
antics,"(['anticus'], 1)"
frame,"(['framed', 'fragment', 'framers', 'foramen', 'frames'], 36)"
complementary,"([], 1)"
endarteritis,"([], 8)"
giantism,"([], 2)"
moves,"(['improves'], 24)"
bruises,"([], 5)"
dorsales,"([], 1)"
lordship,"([], 4)"
buttocks,"([], 6)"
imagines,"([], 4)"
abrogated,"([], 1)"
womanhood,"([], 2)"
squaw,"(['squadwon'], 1)"
affording,"([], 11)"
returning,"([], 68)"
nikolaevich,"([], 5)"
heavers,"([], 1)"
hanoverians,"([], 1)"
natiform,"([], 2)"
aberdeen,"([], 2)"
personage,"(['personages'], 16)"
newlands,"([], 2)"
falsehood,"(['falsehoods'], 10)"
unimpaired,"([], 1)"
undetermined,"([], 1)"
frankfort,"([], 2)"
freemasonry,"([], 20)"
discrete,"([], 3)"
fronts,"(['frontiers', 'affronts'], 1)"
forgetfulness,"([], 6)"
doyen,"([], 1)"
lawmakers,"([], 1)"
energies,"([], 5)"
barbarians,"([], 1)"
cricket,"(['crickets'], 5)"
trotter,"([], 3)"
adelaide,"([], 1)"
quoits,"([], 1)"
opens,"(['opponens'], 7)"
brown,"(['brownish', 'browsing'], 71)"
foreman,"([], 5)"
ruder,"(['marauder', 'rounder', 'drudgery'], 1)"
durum,"([], 1)"
unguarded,"([], 2)"
unclasping,"(['unclaspings'], 1)"
accessories,"([], 1)"
axiom,"([], 3)"
perished,"([], 22)"
peroxide,"([], 10)"
schoolroom,"([], 3)"
webbed,"([], 1)"
subserve,"([], 4)"
merryweather,"([], 12)"
agreeably,"(['disagreeably'], 4)"
postulates,"([], 1)"
extirpation,"([], 6)"
credits,"([], 1)"
haugwitz,"([], 1)"
apparelled,"([], 1)"
reviewing,"([], 4)"
traumatic,"([], 50)"
suez,"(['squeeze'], 3)"
trephine,"(['trephined'], 5)"
moaning,"([], 13)"
dizziness,"([], 1)"
cheyenne,"([], 1)"
recognised,"([], 63)"
imbecile,"([], 5)"
unaltered,"([], 3)"
allison,"([], 1)"
hunting,"(['huntington'], 35)"
assault,"(['assaulted'], 13)"
receptions,"([], 8)"
visited,"([], 28)"
penalizing,"([], 1)"
economics,"([], 4)"
reminder,"(['reminders'], 6)"
takh,"([], 1)"
shrouded,"([], 2)"
spool,"(['spools'], 1)"
unkempt,"([], 1)"
resting,"(['arresting', 'protesting', 'resulting', 'resisting', 'presenting', 'respecting', 'restoring', 'resorting', 'resenting', 'wresting', 'resecting', 'harvesting', 'requesting'], 26)"
rate,"(['granted', 'rattle', 'greater', 'grate', 'pirates', 'relate', 'breathe', 'create', 'related', 'drafted', 'grated', 'relates', 'operate', 'rates', 'narrate', 'frigate', 'reacted', 'creates', 'pirate', 'rebates', 'grafted', 'migrate', 'citrate', 'urates', 'rotated', 'crater', 'urate', 'radiate', 'biurate', 'hydrate', 'prater', 'irate', 'rapture', 'pratzen', 'prattle', 'roasted', 'royaute', 'rafters', 'rotate', 'granite', 'curate'], 67)"
considered,"(['unconsidered'], 164)"
political,"(['politically'], 260)"
skewers,"([], 2)"
ossified,"([], 6)"
humbug,"(['humbugged'], 5)"
rapped,"(['strapped', 'unwrapped'], 1)"
penalties,"([], 10)"
boracic,"([], 16)"
square,"(['squarely', 'squares', 'squared'], 70)"
predetermined,"([], 3)"
offender,"([], 3)"
dealt,"(['default'], 26)"
facilitating,"([], 2)"
baser,"(['banister'], 2)"
lapse,"(['lapsed', 'elapse', 'relapses', 'relapse', 'elapses'], 8)"
shopping,"([], 2)"
castor,"([], 2)"
gravel,"(['graveled'], 8)"
takings,"([], 3)"
allegheny,"([], 1)"
terence,"([], 1)"
shapely,"([], 3)"
localities,"([], 1)"
qui,"(['equip', 'quilt', 'quiver', 'quits', 'quoits', 'quilts', 'quires', 'quanti', 'quid'], 8)"
glorious,"([], 11)"
lynn,"([], 2)"
profusely,"([], 4)"
retraite,"([], 1)"
unto,"([], 7)"
simplify,"(['simplifying'], 1)"
henri,"([], 1)"
ermolov,"(['ermolovs'], 32)"
ensures,"(['enclosures'], 3)"
authorities,"([], 54)"
jabbered,"([], 2)"
antique,"([], 5)"
flay,"(['flayed', 'flaying', 'fallacy'], 2)"
cleft,"([], 1)"
onrush,"([], 1)"
danish,"([], 7)"
sanious,"([], 3)"
illustrious,"([], 5)"
clarke,"([], 1)"
schlosser,"([], 2)"
thwough,"([], 1)"
pawns,"([], 1)"
covertly,"([], 1)"
respiration,"(['respirations'], 23)"
urged,"(['purged', 'outraged'], 51)"
discomfiture,"([], 4)"
faecal,"([], 2)"
detest,"([], 1)"
effected,"([], 21)"
wrongly,"([], 3)"
table,"(['pitiable', 'stable', 'tangible', 'tenable', 'stables', 'notable', 'suitable', 'unstable', 'tabulate', 'tablets', 'tablet', 'tables', 'portable', 'notables', 'tableaux', 'tabletop'], 296)"
pained,"(['painted', 'sprained'], 7)"
roguet,"([], 2)"
seals,"(['arsenals', 'squeals', 'steals'], 3)"
breasts,"([], 2)"
regent,"(['regiments', 'regiment'], 2)"
dueling,"([], 1)"
insubordination,"([], 2)"
imagine,"(['imagined', 'imagines'], 96)"
annulled,"([], 7)"
booted,"(['boycotted'], 2)"
responsibility,"(['irresponsibility'], 41)"
creation,"(['recreation', 'recreations', 'crepitation', 'correlation'], 16)"
thither,"([], 8)"
periglandular,"([], 1)"
shrieks,"([], 6)"
bind,"(['binds', 'brigand', 'binder', 'blinded'], 22)"
commandeered,"([], 1)"
travellers,"([], 2)"
fossae,"([], 2)"
characteristic,"([], 97)"
ritual,"([], 2)"
needful,"([], 5)"
repressed,"([], 5)"
instantaneously,"([], 4)"
konovnitsyn,"([], 18)"
forbidding,"([], 20)"
carried,"(['miscarried'], 282)"
mistake,"(['mistaken', 'mistakes'], 39)"
stevenson,"([], 2)"
biniodide,"([], 3)"
argentina,"([], 1)"
fumed,"(['perfumed'], 1)"
weal,"([], 3)"
chaff,"(['chaffing'], 1)"
uselessness,"([], 2)"
overcome,"([], 32)"
hook,"(['hooker', 'holyoke', 'hooks', 'hooked'], 7)"
brigade,"(['brigadier'], 7)"
unhindered,"([], 2)"
parts,"(['parties', 'parents', 'partners', 'patriots', 'partisan', 'imparts', 'parietes', 'partakes'], 296)"
posted,"(['postponed', 'deposited'], 21)"
egotistic,"([], 1)"
unwary,"([], 1)"
remarked,"([], 169)"
stunning,"([], 1)"
ear,"(['search', 'nearly', 'bear', 'heart', 'reward', 'remark', 'earth', 'learn', 'earn', 'cellar', 'ears', 'edward', 'appear', 'early', 'weary', 'feared', 'swear', 'bears', 'eager', 'wears', 'beard', 'hears', 'earned', 'regard', 'easier', 'tear', 'leader', 'hearty', 'cedars', 'fears', 'beggar', 'hearts', 'wearer', 'dealer', 'seared', 'repair', 'reared', 'clears', 'dreary', 'nearer', 'gear', 'dearly', 'smear', 'pearl', 'weaver', 'tears', 'weaker', 'reader', 'cedar', 'meager', 'caesar', 'earle', 'earl', 'beware', 'depart', 'embark', 'swears', 'menard', 'bexar', 'reaper', 'bearer', 'seward', 'earner', 'hearst', 'rear', 'newark', 'seager', 'earthy', 'eschar', 'pear', 'linear', 'retard', 'sears', 'learns', 'pearly', 'errare', 'pearls', 'eaters', 'dearer', 'beaver', 'beards', 'gerard', 'hearer', 'weimar', 'spears', 'spear', 'neared', 'nearby', 'learnt', 'hearth', 'edgar', 'easter', 'yearly', 'meagre'], 46)"
allocation,"([], 1)"
bureau,"([], 19)"
vilkavisski,"([], 2)"
forcer,"([], 1)"
hesitate,"([], 4)"
amene,"([], 1)"
guatemala,"([], 1)"
repay,"([], 10)"
sorrowfully,"([], 3)"
porridge,"([], 10)"
impelled,"([], 7)"
instrument,"(['instruments', 'instrumental'], 35)"
emulation,"([], 2)"
southwestern,"([], 1)"
varying,"(['unvarying'], 34)"
hise,"(['heloise', 'chaise', 'chemise', 'chaises', 'whiskey'], 1)"
omitting,"(['committing'], 5)"
womanish,"([], 2)"
weathercock,"([], 2)"
theoreticians,"([], 2)"
directors,"([], 8)"
elated,"(['unrelated', 'replaited'], 4)"
secretly,"([], 10)"
mmm,"(['mammal'], 1)"
the,"(['other', 'these', 'they', 'there', 'those', 'their', 'threw', 'then', 'either', 'rather', 'them', 'three', 'others', 'thief', 'lithe', 'father', 'mother', 'gather', 'theory', 'theirs', 'threat', 'thread', 'thames', 'theft', 'clothe', 'mather', 'throne', 'thesis', 'thrice', 'wythe', 'thence', 'themes', 'smythe', 'thee', 'thiers', 'theme', 'thecal', 'bathed', 'thermo', 'thrive', 'ether', 'thyreo', 'bathe', 'hither', 'scythe', 'touche', 'bother', 'soothe', 'lathe', 'nether', 'loathe', 'thaler', 'thresh', 'tache', 'threes', 'thwee', 'lather', 'thefts', 'thine', 'theah', 'luther', 'athens', 'esther', 'ethel', 'thebes'], 80039)"
encompass,"(['encompassed'], 3)"
practices,"([], 8)"
colliding,"([], 1)"
parker,"([], 6)"
daybreak,"([], 6)"
progression,"([], 5)"
weaving,"([], 6)"
buck,"(['buttock', 'buckle', 'buckled', 'bucket', 'bucks'], 2)"
escapes,"([], 30)"
importation,"([], 18)"
